Journals_Data_Title,journal_autofix_title,Journals_Data_ISSN,Journals_Data_INVBR,Journals_Data_Location,Journals_Data_Journal_Ext_Info,Source_Line,CLEAN_ISSN,CLEAN_TITLE,CLEAN_TITLE_ext,CLEAN_PUBLISHER
"Chemical Society Reviews, (1972) London",Chemical Society Reviews,0306-0012,P-220/1,3. krilo,*do 1971. izlazi kao: Quarterly Reviews of Chemical Society i RIC Reviews|1 (1972) – 18 (1989)						|-----------------------------------------------------------------------|19 (1990) – 34 (2005)|36 (2007) – 42 (2013),"Chemical Society Reviews, (1972) London|ISSN 0306-0012|inv. br. P-220/1|||*do 1971. izlazi kao: Quarterly Reviews of Chemical Society i RIC Reviews||1 (1972) – 18 (1989)						****3. krilo|-----------------------------------------------------------------------|19 (1990) – 34 (2005)|36 (2007) – 42 (2013)					****5. krilo",0306-0012,Chemical society reviews,,Royal Society of Chemistry
"Chemie in Unserer Zeit, (1967) Weinheim",Chemie in Unserer Zeit,0009-2851,P-937,Arhiv 1. krilo,31 (1997) – 33 (1999),"Chemie in Unserer Zeit, (1967) Weinheim|ISSN 0009-2851|inv. br. P-937|||31 (1997) – 33 (1999) 					****Arhiv 1. krilo",0009-2851,Chemie in unserer Zeit,,Wiley-VCH
"Chemische Berichte, (1868) Weinheim",Chemische Berichte,0009-2940,P-46,3. krilo,* do 77/79 (1944/46): Berichte der Deutschen Chemischen Gesellschaft|77/79 (1944/46) – 130 (1997) 				|* od 1998. spaja se s Annalen der Chemie i Gazzetta Chimica Italiana u: European Journal of Inorganic Chemistry i European Journal of Organic Chemistry,"Chemische Berichte, (1868) Weinheim|ISSN 0009-2940|inv. br. P-46|||* do 77/79 (1944/46): Berichte der Deutschen Chemischen Gesellschaft||77/79 (1944/46) – 130 (1997) 				****3. krilo					||* od 1998. spaja se s Annalen der Chemie i Gazzetta Chimica Italiana u: European Journal of Inorganic Chemistry i European Journal of Organic Chemistry",0009-2940,Chemische Berichte,,Gesellschaft deutscher Chemike
"Chemisches Zentralblatt, (1830) Berlin",Chemisches Zentralblatt,0528-9491,P-41,Arhiv 1. krilo,115 (1944) – 121 (1950)|124 (1953) – 126 (1955)|134 (1963),"Chemisches Zentralblatt, (1830) Berlin|ISSN 0528-9491|inv. br. P-41|||115 (1944) – 121 (1950)|124 (1953) – 126 (1955)|134 (1963)							****Arhiv 1. krilo",,,,
Chemistry: a European Journal (1995) Weinheim,Chemistry: a European Journal (1995) Weinheim,0947-6539,P-938,5. krilo,1 (1995) – 2 (1996)						|* do vol. 2 (1996)  izlazi u sklopu časopisa  Angewandte Chemie |* od vol. 3 (1997) izlazi samostalno|3 (1997) – 13 (2007) No. 1-4,Chemistry: a European Journal (1995) Weinheim|ISSN 0947-6539|inv. br. P-938|||1 (1995) – 2 (1996)						****5. krilo||* do vol. 2 (1996)  izlazi u sklopu časopisa  Angewandte Chemie ||* od vol. 3 (1997) izlazi samostalno||3 (1997) – 13 (2007) No. 1-4					****5. krilo,0947-6539,Chemistry:,a European journal,Wiley-VCH
"Chemistry in Britain, (1965) London",Chemistry in Britain,0009-3106,P-379,Arhiv 1. krilo,1 (1965) – 39 (2003) 						|* 2004. nastavlja se kao: Chemistry world,"Chemistry in Britain, (1965) London|ISSN 0009-3106|inv. br. P-379|||1 (1965) – 39 (2003) 						****Arhiv 1. krilo||* 2004. nastavlja se kao: Chemistry world",0009-3106,Chemistry in Britain,,Royal Society of Chemistry
"Chemistry and Ecology, (1982) London",Chemistry and Ecology,0275-7540,P-939,Arhiv 1. krilo,"3 (1988) No. ...,2,|4 (1989) – 5 (1990) No. 1-3,|8 (1993) No. 2|9 (1994/95) – 10 (1995) No. ...,3-4|11 (1995) No. 1-2,…,4|12 (1996) – 14 (1997) No. 1-2,|16 (1999) – 19 (2003)|20 (2004) No. 1,2,…,6|21 (2005) No. 1,2,…,5,6|22 (2006) No. …,2-6|23 (2007) No. 1,…,5","Chemistry and Ecology, (1982) London|ISSN 0275-7540|inv. br. P-939|||3 (1988) No. ...,2,|4 (1989) – 5 (1990) No. 1-3,|8 (1993) No. 2|9 (1994/95) – 10 (1995) No. ...,3-4|11 (1995) No. 1-2,…,4|12 (1996) – 14 (1997) No. 1-2,|16 (1999) – 19 (2003)|20 (2004) No. 1,2,…,6|21 (2005) No. 1,2,…,5,6|22 (2006) No. …,2-6|23 (2007) No. 1,…,5						****Arhiv 1. krilo",,,,
"Chemistry Letters, (1972) Tokyo",Chemistry Letters,0366-7022,P-580,Arhiv 1. Krilo,"(1977) No. ...,7-12|(1978) – (1987)","Chemistry Letters, (1972) Tokyo|ISSN 0366-7022|inv. br. P-580|||(1977) No. ...,7-12|(1978) – (1987)						****Arhiv 1. Krilo",,,,
"Chemistry World, (2004) London",Chemistry World,1473-7604,P-940,Arhiv 1. krilo,1 (2004) – 2 (2005)						|* nastavlja: Chemistry in Britain,"Chemistry World, (2004) London|ISSN 1473-7604|inv. br. P-940|||1 (2004) – 2 (2005)						**** Arhiv 1. krilo||* nastavlja: Chemistry in Britain",,,,
"Chemosphere, (1972) Oxford",Chemosphere,0045-6535,P-941,Arhiv 1. krilo,"10 (1981) – 12 (1983)|17 (1988) – 19 (1989) 					|-----------------------------------------------------------------------|20 (1990) – 66 (2007)|67 (2007) No. 1-10,…|68 (2007) – 77 (2009)					|-----------------------------------------------------------------------|								|78 (2010) – 87 (2012)|88 (2012) No. 1-5,…,7-11|89 (2012) – 90 (2013)|91 (2013) No. 1,…,3-11|92 (2013) – 93 (2013)|Od 2014. nova numeracija!|94 (2014) – 106 (2014)|107 (2014) – 124 (2015)|132-134,…,136,…,138-139 (2015)|119 Supplement (2015)|143-152,…,154-159,…,161,…163,…165 (2016)|166-172,…,174-183,…,185-189 (2017)|190-208,…,210-213 (2018)|214 (2019) – 255 (2020)|269; 271-272; 274-275; 277-279; 283 (2021)","Chemosphere, (1972) Oxford|ISSN 0045-6535|inv. br. P-941|||10 (1981) – 12 (1983)|17 (1988) – 19 (1989) 					****Arhiv 1. krilo|-----------------------------------------------------------------------|20 (1990) – 66 (2007)|67 (2007) No. 1-10,…|68 (2007) – 77 (2009)					****Arhiv 1. krilo|-----------------------------------------------------------------------|								****Arhiv 1. krilo|78 (2010) – 87 (2012)|88 (2012) No. 1-5,…,7-11|89 (2012) – 90 (2013)|91 (2013) No. 1,…,3-11|92 (2013) – 93 (2013)|Od 2014. nova numeracija!|94 (2014) – 106 (2014)|107 (2014) – 124 (2015)|132-134,…,136,…,138-139 (2015)|119 Supplement (2015)|143-152,…,154-159,…,161,…163,…165 (2016)|166-172,…,174-183,…,185-189 (2017)|190-208,…,210-213 (2018)|214 (2019) – 255 (2020)|269; 271-272; 274-275; 277-279; 283 (2021)",0045-6535,Chemosphere,,Pergamon ; Elsevier
ChemPhysChem: a European journal of chemical physics and physical chemistry (2000) Weinheim,ChemPhysChem: a European journal of chemical physics and physical chemistry (2000) Weinheim,1439-4235,P-942,5. Krilo,1 (2000) – 2 (2001) No. 1-7					|* do vol. 2 (2001) 7  izlazi u sklopu časopisa Angewandte Chemie|*od vol. 2 (2001) no.8/9 izlazi samostalno|2 (2001) No. 8/9-12						|3 (2002) – 8 (2007) No.1,ChemPhysChem: a European journal of chemical physics and physical chemistry (2000) Weinheim|ISSN 1439-4235|inv. br. P-942|||1 (2000) – 2 (2001) No. 1-7					****5. Krilo||* do vol. 2 (2001) 7  izlazi u sklopu časopisa Angewandte Chemie||*od vol. 2 (2001) no.8/9 izlazi samostalno||2 (2001) No. 8/9-12						****5. krilo|3 (2002) – 8 (2007) No.1,,,,
"Chemtech, (1971) New York",Chemtech,0009-2703,P-943,Arhiv 1. krilo,1 (1971) – 6 (1976),"Chemtech, (1971) New York|ISSN 0009-2703|inv. br. P-943|||1 (1971) – 6 (1976)						****Arhiv 1. krilo",,,,
"Chesapeake Science, (1960) Solomons",Chesapeake Science,0009-3262,P-944,Rovinj,"1 (1960) – 7 (1966) No. …,2-4,|8 (1967) – 18 (1977)						|*prestao izlaziti","Chesapeake Science, (1960) Solomons|ISSN 0009-3262|inv. br. P-944|||1 (1960) – 7 (1966) No. …,2-4,|8 (1967) – 18 (1977)						****Rovinj||*prestao izlaziti",,,,
"Chinese Journal of Nuclear Physics, (1989) Peking",Chinese Journal of Nuclear Physics,1001-6031,P-945,Arhiv 1. krilo,"15 (1993) No. 1,","Chinese Journal of Nuclear Physics, (1989) Peking|ISSN 1001-6031|inv. br. P-945|||15 (1993) No. 1,						****Arhiv 1. krilo",,,,
"Chinese Journal of Physics, (1963) Taibei",Chinese Journal of Physics,0577-9073,P-946,Arhiv 1. krilo,"31 (1993) No. ...,6A,|32 (1994) No. ...,2-3,|33 (1995) No. ...,4-5,	|34 (1996) No. 1,...,3,...,5-6|35 (1997) No. ...,2-6|36 (1998) No. 1-2,","Chinese Journal of Physics, (1963) Taibei|ISSN 0577-9073|inv. br. P-946|||31 (1993) No. ...,6A,|32 (1994) No. ...,2-3,|33 (1995) No. ...,4-5,	|34 (1996) No. 1,...,3,...,5-6|35 (1997) No. ...,2-6|36 (1998) No. 1-2,						****Arhiv 1. krilo",,,,
"Chirality, (1989) New York",Chirality,0899-0042,P-947,5. krilo,"11 (1999) – 13 (2001) No. 1-3,				|14 (2002) – 17 (2005) No. 1","Chirality, (1989) New York|ISSN 0899-0042|inv. br. P-947|||11 (1999) – 13 (2001) No. 1-3,				****5. krilo|14 (2002) – 17 (2005) No. 1",,,,
"Chromatographic Reviews, Amsterdam",Chromatographic Reviews,,P-443,3. krilo,1 (1959) – 3 (1961)|5 (1963) – 8 (1966)		Sgn. 04.41/152,"Chromatographic Reviews, Amsterdam|inv. br. P-443|||1 (1959) – 3 (1961)|5 (1963) – 8 (1966)		Sgn. 04.41/152		****3. krilo",,,,
"Chromatographic Reviews, (1959) New York",Chromatographic Reviews,0009-5907,P-948,Arhiv 1. krilo,9 (1967) – 16 (1972),"Chromatographic Reviews, (1959) New York|ISSN 0009-5907|inv. br. P-948|||9 (1967) – 16 (1972)						****Arhiv 1. krilo",,,,
"Ciencias Marinas, (1974) Ensenada",Ciencias Marinas,0185-3880,P-949,Rovinj,"20 (1994) No. 3|21 (1995) – 22 (1996) No. 1|23 (1997) No. 1-4|24 (1998) – 29 (2003)  |30 (2004) – 33 (2007) |34 (2008) No 1, 2, 3,|36 (2010) – 37 (2011) ) No 1, 2, 3.						       38 (2012)","Ciencias Marinas, (1974) Ensenada|ISSN 0185-3880|inv. br. P-949|||20 (1994) No. 3|21 (1995) – 22 (1996) No. 1|23 (1997) No. 1-4|24 (1998) – 29 (2003)  |30 (2004) – 33 (2007) |34 (2008) No 1, 2, 3,|36 (2010) – 37 (2011) ) No 1, 2, 3.						       38 (2012)							****Rovinj",,,,
CIESM (Rapports et proces verbeux des Reunions),CIESM (Rapports et proces verbeux des Reunions),,P-950,Rovinj,12 (1954) – 37 (2000),CIESM (Rapports et proces verbeux des Reunions)|inv. br. P-950|||12 (1954) – 37 (2000) 					****Rovinj,,,,
"Cimbebasia, (1962) Windkock",Cimbebasia,0578-2732,P-951,Rovinj,1 (1962) – 22 (1967)						|*dalje izlazi kao: Cimbabesia Seria A  i  Cimbabesia Seria B,"Cimbebasia, (1962) Windkock|ISSN 0578-2732|inv. br. P-951|||1 (1962) – 22 (1967)						****Rovinj||*dalje izlazi kao: Cimbabesia Seria A  i  Cimbabesia Seria B",,,,
"Cimbabesia Seria A, (1962) Windkock",Cimbabesia Seria A,0590-6342,P-952,Rovinj,*izlazio kao: Cimbabesia|2 (1972),"Cimbabesia Seria A, (1962) Windkock|ISSN 0590-6342|inv. br. P-952|||*izlazio kao: Cimbabesia||2 (1972)							****Rovinj",,,,
"Cimbabesia Seria B, (1962) Windkock",Cimbabesia Seria B,0253-2522,P-953,Rovinj,"*izlazio kao: Cimbabesia|2 (1972) – 3 (1979) No.1,|4 (1980) – 17 (2000)","Cimbabesia Seria B, (1962) Windkock|ISSN 0253-2522|inv. br. P-953|||*izlazio kao: Cimbabesia||2 (1972) – 3 (1979) No.1,|4 (1980) – 17 (2000)						****Rovinj",,,,
"Classical and Quantum Gravity, (1984) London",Classical and Quantum Gravity,0264-9381,P-657,Arhiv 1. krilo,"1 (1984) – 8 (1991) 						|16 (1999) No. 1-12, 						    		        17 (2000) – 21 (2004)","Classical and Quantum Gravity, (1984) London|ISSN 0264-9381|inv. br. P-657|||1 (1984) – 8 (1991) 						****Arhiv 1. krilo|16 (1999) No. 1-12, 						    		        17 (2000) – 21 (2004)",0264-9381,Classical and quantum gravity,,Institute of Physics (IOP)
"Clinical Cancer Research, (1995) Denville, New York",Clinical Cancer Research,1078-0432,P-954,5. krilo,13 (2007) – 15 (2009)					|								(preklopne police),"Clinical Cancer Research, (1995) Denville, New York|ISSN 1078-0432|inv. br. P-954|||13 (2007) – 15 (2009)					****5. krilo|								(preklopne police)",,,,
"Cold Spring Harbor Sympsia, New York",Cold Spring Harbor Sympsia,,P-955,5. krilo,16 (1951)|18 (1953)|21 (1956) – 23 (1958)|26 (1961) – 31 (1966)		Sgn. 05.25/14,"Cold Spring Harbor Sympsia, New York|inv. br. P-955|||16 (1951)|18 (1953)|21 (1956) – 23 (1958)|26 (1961) – 31 (1966)		Sgn. 05.25/14		****5. krilo",,,,
"Cold Spring Harbor Symposia on Quantitative Biology, (1933) Cold Spring Harbor",Cold Spring Harbor Symposia on Quantitative Biology,0091-7451,P-956,Rovinj,1 (1933) – 23 (1958),"Cold Spring Harbor Symposia on Quantitative Biology, (1933) Cold Spring Harbor|ISSN 0091-7451|inv. br. P-956|||1 (1933) – 23 (1958) 						****Rovinj",,,,
"Collected Reprints, Department of B. Oceanography and Institute of Hydrobiology, Bornova-Izmir",Collected Reprints,,P-957,Rovinj,6 (1977) – 11 (1982),"Collected Reprints, Department of B. Oceanography and Institute of Hydrobiology, Bornova-Izmir|inv. br. P-957|||6 (1977) – 11 (1982) 						****Rovinj",,,,
"Collected Reprints from the Woods Hole Oceanographic Institution, (1933)",Collected Reprints from the Woods Hole Oceanographic Institution,0364-4189,P-958,Rovinj,5 (1954) – 12 (1961)|14 (1963) – 18 (1967)|20 (1969) – 31 (1980),"Collected Reprints from the Woods Hole Oceanographic Institution, (1933)|ISSN 0364-4189|inv. br. P-958|||5 (1954) – 12 (1961)|14 (1963) – 18 (1967)|20 (1969) – 31 (1980) 					****Rovinj",,,,
"Collected Reprints, Graduate School of Oceanography, University of Rhode Island",Collected Reprints,,P-959,Rovinj,1976 – 1978|1981,"Collected Reprints, Graduate School of Oceanography, University of Rhode Island|inv. br. P-959|||1976 – 1978|1981 								****Rovinj",,,,
"Collected Reprints, Institut für Meereskunde an der Universität Kiel, (1977), Kiel",Collected Reprints,0171-6220,P-960,Rovinj,13 (1976) – 15 (1978)|18 (1981),"Collected Reprints, Institut für Meereskunde an der Universität Kiel, (1977), Kiel|ISSN 0171-6220|inv. br. P-960|||13 (1976) – 15 (1978)|18 (1981) 							****Rovinj",,,,
"Collected Reprints, Institute of Oceanographic Sciences, (1976), Wormley",Collected Reprints,0309-7463,P-961,Rovinj,1979,"Collected Reprints, Institute of Oceanographic Sciences, (1976), Wormley|ISSN 0309-7463|inv. br. P-961|||1979 								****Rovinj",,,,
"Collected Reprints, International Indian Ocean Expedition, (1965) Paris",Collected Reprints,,P-962,Rovinj,1 (1965) – 5 (1968),"Collected Reprints, International Indian Ocean Expedition, (1965) Paris|inv. br. P-962|||1 (1965) – 5 (1968) 						****Rovinj",,,,
"Collected Reprints I.Z.W.O. (Institut von Zeewetenschappelijk Onderzvek), (1971) Bredene",Collected Reprints I.Z.W.O. (Institut von Zeewetenschappelijk Onderzvek),0772-1250,P-963,Rovinj,1 (1971) – 6 (1976),"Collected Reprints I.Z.W.O. (Institut von Zeewetenschappelijk Onderzvek), (1971) Bredene|ISSN 0772-1250|inv. br. P-963|||1 (1971) – 6 (1976) 						****Rovinj",,,,
"Collected Reprints Narragassett Marine Laboratory, (1958) Kingstone",Collected Reprints Narragassett Marine Laboratory,,P-964,Rovinj,1 (1958) – 11 (1974),"Collected Reprints Narragassett Marine Laboratory, (1958) Kingstone|inv. br. P-964|||1 (1958) – 11 (1974) 						****Rovinj",,,,
"Commentationes Biologicae, (1922) Helsinki",Commentationes Biologicae,0069-6579,P-965,Rovinj,3 (1928/32) – 90 (1977)					|*prestao izlaziti,"Commentationes Biologicae, (1922) Helsinki|ISSN 0069-6579|inv. br. P-965|||3 (1928/32) – 90 (1977)					****Rovinj|*prestao izlaziti",,,,
"Comments on Modern Physics, (1999) New York",Comments on Modern Physics,,P-966,Arhiv 1. krilo,"ISSN 1560–5892|*do 1998. izlazi kao: Comments on Nuclear and Particle Physics|1 (1999) No.1-6+C1,D1|2 (2000/2001) No. 1-6					|* prestao izlaziti","Comments on Modern Physics, (1999) New York|ISSN 1560–5892|inv. br. P-966|||*do 1998. izlazi kao: Comments on Nuclear and Particle Physics||1 (1999) No.1-6+C1,D1|2 (2000/2001) No. 1-6					**** Arhiv 1. krilo|* prestao izlaziti",,,,
"Comments on Nuclear and Particle Physics, (1967) New York",Comments on Nuclear and Particle Physics,0010-2709,P-445,Arhiv 1. krilo,"1 (1967) – 9 (1979) No. 1-4,...,6|10 (1981/1982) 1-2,...,4-6|11 (1982) – 14 (1985) No. 1-4,...,6|15 (1985) – 17 (1987) No. 1-2,...,5-6|18 (1989) No. 1-3,...,5-6|19 (1989/90) No. 1-5,|20 (1991/92) - 21 (1993/94) No. 1-6				|-------------------------------------------------------------------------|22 (1996/98) No. 1-4						|*od 1999. izlazi kao: Comments on Modern Physics","Comments on Nuclear and Particle Physics, (1967) New York|ISSN 0010-2709|inv. br. P-445|||1 (1967) – 9 (1979) No. 1-4,...,6|10 (1981/1982) 1-2,...,4-6|11 (1982) – 14 (1985) No. 1-4,...,6|15 (1985) – 17 (1987) No. 1-2,...,5-6|18 (1989) No. 1-3,...,5-6|19 (1989/90) No. 1-5,|20 (1991/92) - 21 (1993/94) No. 1-6				****Arhiv 1. krilo|-------------------------------------------------------------------------|22 (1996/98) No. 1-4						****1. krilo||*od 1999. izlazi kao: Comments on Modern Physics",0010-2709,Comments on nuclear and particle physics,,Gordon and Breach
Communicatons and Electronics,Communicatons and Electronics,0097-2452,P-967,,*Part I of the Transactions of the American Institute of Electrical Engineers.|*vidi: IEEE Transactions on Communications and Electronics,Communicatons and Electronics|ISSN 0097-2452|inv. br. P-967|||*Part I of the Transactions of the American Institute of Electrical Engineers.||*vidi: IEEE Transactions on Communications and Electronics,,,,
"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie B: Chimie, (1948) Ankara",Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie B: Chimie,0570-1414,P-968,Rovinj,"22 (1975) No. …,2-5|23 (1976) – 31 (1984)","Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie B: Chimie, (1948) Ankara|ISSN 0570-1414|inv. br. P-968|||22 (1975) No. …,2-5|23 (1976) – 31 (1984)					****Rovinj",,,,
"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C: Sciences Naturelles, (1948) Ankara",Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C: Sciences Naturelles,0570-1422,P-969,Rovinj,"4 (1954/55) – 5 (1956)|7 (1961) – 14 (1969)|15 (1971) No. 1,|16 (1972) – 18 (1974)					|*dijeli se u serije: C1, C2, C3","Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C: Sciences Naturelles, (1948) Ankara|ISSN 0570-1422|inv. br. P-969|||4 (1954/55) – 5 (1956)|7 (1961) – 14 (1969)|15 (1971) No. 1,|16 (1972) – 18 (1974)					****Rovinj||*dijeli se u serije: C1, C2, C3",,,,
"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C1: Geologie, (1975) Ankara",Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C1: Geologie,0253-1216,P-970,Rovinj,19 (1976) – 31 (1984),"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C1: Geologie, (1975) Ankara|ISSN 0253-1216|inv. br. P-970||19 (1976) – 31 (1984) 					****Rovinj",,,,
"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C2: Botanique, (1975) Ankara",Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C2: Botanique,0253-2190,P-971,Rovinj,19 (1975) – 32 (1985),"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C2: Botanique, (1975) Ankara|ISSN 0253-2190|inv. br. P-971|||19 (1975) – 32 (1985) 					****Rovinj",,,,
"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C3: Zoologie, (1975) Ankara ",Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C3: Zoologie,0253-2204,P-972,Rovinj,19 (1975) – 32 (1985),"Communications de la Faculté des Sciences de l`Univeresité d´Ankara Serie C3: Zoologie, (1975) Ankara |ISSN 0253-2204|inv. br. P-972|||19 (1975) – 32 (1985) 					****Rovinj",,,,
"Communications in Mathematical Physics, (1965) Berlin",Communications in Mathematical Physics,0010-3616,P-394,Arhiv 1. krilo,"1 (1965) – 81 (1981)|87 (1982) – 134 (1990) |135 (1990/91) – 155 (1993) No. ...,2-3|156 (1993) – 163 (1994) 1,...,3|164 (1994) – 170 (1995)|174 (1995)							|175 (1996) – 234 (2003) No. …,2-3				|235 (2003) – 255 (2005)","Communications in Mathematical Physics, (1965) Berlin|ISSN 0010-3616|inv. br. P-394|||1 (1965) – 81 (1981)|87 (1982) – 134 (1990) |135 (1990/91) – 155 (1993) No. ...,2-3|156 (1993) – 163 (1994) 1,...,3|164 (1994) – 170 (1995)|174 (1995)							****Arhiv 1. krilo|175 (1996) – 234 (2003) No. …,2-3				|235 (2003) – 255 (2005)",0010-3616,Communications in mathematical physics,,Springer
"Comparative Biochemistry and Physiology, (1960) London",Comparative Biochemistry and Physiology,1096-4940,P-539,3. krilo,14 (1965) – 37 (1970)                                  		       |* od vol. 38 (1971) izlazi kao: |Comparative Biochemistry and Physiology A: Physiology ()  i |Comparative Biochemistry and Physiology B: Comparative Biochemistry (ISSN 0305-0491)|*od vol. 50 (1975) izlazi i : |Comparative Biochemistry and Physiology C: Comparative Pharmacology and Toxicology  (ISSN 0742 -8413),"Comparative Biochemistry and Physiology, (1960) London|inv. br. P-539|||14 (1965) – 37 (1970)                                  		       ****3. krilo||* od vol. 38 (1971) izlazi kao: |Comparative Biochemistry and Physiology A: Physiology (ISSN 1096-4940)  i |Comparative Biochemistry and Physiology B: Comparative Biochemistry (ISSN 0305-0491)||*od vol. 50 (1975) izlazi i : |Comparative Biochemistry and Physiology C: Comparative Pharmacology and Toxicology  (ISSN 0742 -8413)",,,,
